consumidor_id	email	renda	data_nascimento	acessos	primeiro_login	visualizacoes_divida
3962	nome_3962@provedor_c.com.br	C	1988-08-03	22	2020-08-08	20
3963	nome_3963@provedor_a.com.br	D	1981-03-17	49		0
3964	nome_3964@provedor_a.com.br	C	1988-06-09	20		0
3965	nome_3965@provedor_a.com.br	C	1980-12-26	40	2020-12-29	13
3966	nome_3966@provedor_a.com.br	C	1977-05-26	50		0
3967	nome_3967@provedor_a.com.br	A	1978-04-05	12		0
3968	nome_3968@provedor_b.com.br	D	1999-12-16	29	2020-08-31	25
3969	nome_3969@provedor_a.com.br	D	1996-09-05	31		0
3970	nome_3970@provedor_a.com.br	C	1998-10-24	35	2020-12-05	5
3971	nome_3971@provedor_c.com.br	C	1984-10-01	68		0
3972	nome_3972@provedor_b.com.br	B	1988-12-08	7		0
3973	nome_3973@provedor_c.com.br	B	1992-10-06	53	2020-10-04	1
3974	nome_3974@provedor_a.com.br	D	1993-07-09	0		0
3975	nome_3975@provedor_a.com.br	B	1970-11-09	0		0
3976	nome_3976@provedor_a.com.br	D	1989-10-28	35	2020-09-03	24
3977	nome_3977@provedor_b.com.br	C	2000-11-21	19		0
3978	nome_3978@provedor_a.com.br	C	1987-06-04	33	2020-05-13	31
3979	nome_3979@provedor_b.com.br	B	1990-01-20	26	2020-05-19	4
3980	nome_3980@provedor_a.com.br	C	1986-10-19	0	2020-12-29	0
3981	nome_3981@provedor_c.com.br	C	1985-10-13	23	2020-08-30	16
3982	nome_3982@provedor_c.com.br	C	2001-04-13	12		0
3983	nome_3983@provedor_a.com.br	C	1982-01-12	8		0
3984	nome_3984@provedor_a.com.br	C	1982-06-12	27		0
3985	nome_3985@provedor_a.com.br	D	1984-08-18	0		0
3986	nome_3986@provedor_b.com.br	B	1983-08-26	21	2020-03-14	13
3987	nome_3987@provedor_a.com.br	D	1981-09-29	37		0
3988	nome_3988@provedor_b.com.br	D	1976-11-01	10	2020-09-06	10
3989	nome_3989@provedor_c.com.br	D	1990-09-21	13		0
3990	nome_3990@provedor_a.com.br	A	1981-01-20	19		0
3991	nome_3991@provedor_b.com.br	C	1981-04-29	25	2020-12-15	2
3992	nome_3992@provedor_b.com.br	D	1988-12-02	0		0
3993	nome_3993@provedor_a.com.br	A	1982-12-23	29	2020-12-05	12
3994	nome_3994@provedor_c.com.br	C	1970-04-24	87		0
3995	nome_3995@provedor_a.com.br	C	1973-05-24	64		0
3996	nome_3996@provedor_a.com.br	D	1991-06-28	41	2020-08-22	8
3997	nome_3997@provedor_c.com.br	D	1979-04-19	0		0
3998	nome_3998@provedor_a.com.br	D	1987-01-08	36		0
3999	nome_3999@provedor_a.com.br	C	1969-11-03	5		0
4000	nome_4000@provedor_a.com.br	C	1985-10-27	0	2020-12-29	0
4001	nome_4001@provedor_b.com.br	D	1972-02-14	0	2020-12-29	0
4002	nome_4002@provedor_a.com.br	C	1993-12-20	44	2020-12-29	28
4003	nome_4003@provedor_a.com.br	C	1985-06-08	52	2020-09-03	40
4004	nome_4004@provedor_c.com.br	B	1999-12-18	19	2020-11-21	10
4005	nome_4005@provedor_c.com.br	C	1996-05-07	37		0
4006	nome_4006@provedor_a.com.br	D	1970-07-15	14	2020-10-26	11
4007	nome_4007@provedor_a.com.br	A	1980-06-16	27	2020-12-20	15
4008	nome_4008@provedor_a.com.br	C	1972-07-10	20		0
4009	nome_4009@provedor_a.com.br	D	1982-11-13	0		0
4010	nome_4010@provedor_a.com.br	C	1980-09-13	13		0
4011	nome_4011@provedor_a.com.br	D	1999-12-12	6		0
4012	nome_4012@provedor_a.com.br	C	1997-11-06	47	2020-09-16	14
4013	nome_4013@provedor_a.com.br	C	1990-12-11	18		0
4014	nome_4014@provedor_a.com.br	B	1993-07-22	27	2020-06-17	22
4015	nome_4015@provedor_c.com.br	B	1978-08-09	12	2020-08-04	2
4016	nome_4016@provedor_c.com.br	D	1997-08-02	16	2020-07-11	8
4017	nome_4017@provedor_a.com.br	A	1999-12-29	19		0
4018	nome_4018@provedor_b.com.br	D	1964-10-17	59	2020-09-14	41
4019	nome_4019@provedor_a.com.br	D	2001-04-13	42	2020-08-11	42
4020	nome_4020@provedor_b.com.br	D	1979-01-30	0	2020-07-11	0
4021	nome_4021@provedor_a.com.br	D	1985-12-06	2	2020-08-03	2
4022	nome_4022@provedor_a.com.br	D	1984-10-29	66	2020-04-28	53
4023	nome_4023@provedor_a.com.br	D	1981-07-24	48	2020-05-27	25
4024	nome_4024@provedor_a.com.br	B	1982-06-21	9	2020-10-10	9
4025	nome_4025@provedor_a.com.br	A	1986-03-22	24	2020-10-11	13
4026	nome_4026@provedor_c.com.br	A	1994-04-18	3	2020-08-30	2
4027	nome_4027@provedor_a.com.br	B	1973-11-29	19		0
4028	nome_4028@provedor_b.com.br	C	1992-04-23	51		0
4029	nome_4029@provedor_b.com.br	A	1989-06-17	54	2020-12-28	29
4030	nome_4030@provedor_a.com.br	C	1981-12-06	54		0
4031	nome_4031@provedor_c.com.br	D	2001-04-13	23	2020-09-08	1
4032	nome_4032@provedor_b.com.br	D	1990-11-16	55	2020-04-09	23
4033	nome_4033@provedor_a.com.br	D	1998-05-27	2		0
4034	nome_4034@provedor_a.com.br	D	1997-03-29	0		0
4035	nome_4035@provedor_a.com.br	C	1995-03-05	50		0
4036	nome_4036@provedor_a.com.br	C	1994-05-23	26		0
4037	nome_4037@provedor_a.com.br	D	1979-05-07	0		0
4038	nome_4038@provedor_a.com.br	B	1980-09-12	87	2020-09-13	29
4039	nome_4039@provedor_c.com.br	B	1995-01-24	25	2020-05-19	21
4040	nome_4040@provedor_a.com.br	C	1977-06-19	61	2020-09-10	48
4041	nome_4041@provedor_a.com.br	C	1999-06-17	0		0
4042	nome_4042@provedor_c.com.br	D	1996-06-16	24		0
4043	nome_4043@provedor_a.com.br	C	2001-04-13	33		0
4044	nome_4044@provedor_a.com.br	D	1998-02-19	5		0
4045	nome_4045@provedor_a.com.br	C	1980-04-29	3	2020-11-05	1
4046	nome_4046@provedor_b.com.br	D	1990-05-26	14		0
4047	nome_4047@provedor_c.com.br	D	1950-01-03	0		0
4048	nome_4048@provedor_a.com.br	C	1996-03-03	43	2020-07-01	24
4049	nome_4049@provedor_a.com.br	C	1993-04-05	20	2020-10-07	8
4050	nome_4050@provedor_a.com.br	A	1971-05-13	52	2020-11-29	33
4051	nome_4051@provedor_a.com.br	A	1978-03-21	0	2020-12-29	0
4052	nome_4052@provedor_a.com.br	D	1967-09-02	45	2020-05-26	23
4053	nome_4053@provedor_b.com.br	D	1991-05-31	20	2020-11-23	6
4054	nome_4054@provedor_b.com.br	C	1969-01-03	17	2020-06-17	14
4055	nome_4055@provedor_a.com.br	C	1990-01-15	22	2020-06-30	8
4056	nome_4056@provedor_a.com.br	C	1973-04-20	47	2020-08-03	4
4057	nome_4057@provedor_a.com.br	D	1999-12-29	20		0
4058	nome_4058@provedor_a.com.br	D	2000-06-12	25	2020-09-03	25
4059	nome_4059@provedor_b.com.br	D	1979-06-24	17	2020-06-04	7
4060	nome_4060@provedor_a.com.br	C	1980-02-07	32	2020-06-12	16
4061	nome_4061@provedor_a.com.br	B	1986-07-09	12		0
4062	nome_4062@provedor_b.com.br	C	1994-06-18	14	2020-08-16	6
4063	nome_4063@provedor_a.com.br	C	1992-09-11	31	2020-12-29	30
4064	nome_4064@provedor_b.com.br	C	1985-12-04	52	2020-10-14	22
4065	nome_4065@provedor_a.com.br	C	1984-05-26	0	2020-09-02	0
4066	nome_4066@provedor_a.com.br	D	1985-10-19	0	2020-03-28	0
4067	nome_4067@provedor_c.com.br	D	1986-08-11	33	2020-06-25	22
4068	nome_4068@provedor_a.com.br	D	1990-01-13	0	2020-09-12	0
4069	nome_4069@provedor_a.com.br	C	1979-04-16	33	2020-05-14	11
4070	nome_4070@provedor_c.com.br	D	1988-07-14	10		0
4071	nome_4071@provedor_a.com.br	B	1993-08-04	38	2020-07-24	25
4072	nome_4072@provedor_b.com.br	D	1990-07-07	2	2020-10-01	1
4073	nome_4073@provedor_b.com.br	C	1982-02-03	10	2020-12-29	7
4074	nome_4074@provedor_b.com.br	B	1983-10-09	0	2020-11-30	0
4075	nome_4075@provedor_c.com.br	D	1988-02-13	0		0
4076	nome_4076@provedor_b.com.br	D	1991-06-09	0	2020-12-29	0
4077	nome_4077@provedor_a.com.br	C	1997-03-07	0		0
4078	nome_4078@provedor_a.com.br	D	1982-08-01	24	2020-11-02	17
4079	nome_4079@provedor_b.com.br	C	2001-04-13	26	2020-08-17	21
4080	nome_4080@provedor_a.com.br	D	1987-02-16	20	2020-08-12	5
4081	nome_4081@provedor_b.com.br	D	2001-04-13	45	2020-11-20	15
4082	nome_4082@provedor_a.com.br	A	2000-03-15	0	2020-12-08	0
4083	nome_4083@provedor_b.com.br	D	1986-05-19	52		0
4084	nome_4084@provedor_b.com.br	C	1997-03-08	40	2020-12-20	27
4085	nome_4085@provedor_a.com.br	D	1996-12-09	24	2020-09-27	12
4086	nome_4086@provedor_c.com.br	C	1977-01-16	34	2020-12-29	21
4087	nome_4087@provedor_b.com.br	C	1987-04-22	64	2020-07-12	54
4088	nome_4088@provedor_a.com.br	D	1975-08-30	0	2020-09-01	0
4089	nome_4089@provedor_a.com.br	C	1970-05-15	9	2020-05-14	1
4090	nome_4090@provedor_b.com.br	B	1984-12-31	16		0
4091	nome_4091@provedor_a.com.br	C	1992-06-22	0	2020-08-01	0
4092	nome_4092@provedor_a.com.br	D	1994-04-02	3	2020-07-28	1
4093	nome_4093@provedor_a.com.br	D	1990-06-01	6	2020-05-24	6
4094	nome_4094@provedor_b.com.br	D	1987-02-15	60	2020-05-31	36
4095	nome_4095@provedor_a.com.br	B	1979-07-03	17	2020-06-16	11
4096	nome_4096@provedor_c.com.br	C	1968-05-07	20	2020-08-24	12
4097	nome_4097@provedor_b.com.br	B	1987-05-20	24	2020-10-07	2
4098	nome_4098@provedor_a.com.br	D	1995-01-16	63		0
4099	nome_4099@provedor_a.com.br	D	1991-03-06	91		0
4100	nome_4100@provedor_a.com.br	C	1983-02-17	58	2020-09-20	39
4101	nome_4101@provedor_a.com.br	D	1993-05-26	27		0
4102	nome_4102@provedor_c.com.br	D	1977-08-24	47		0
4103	nome_4103@provedor_a.com.br	A	1975-10-07	56		0
4104	nome_4104@provedor_a.com.br	D	1984-02-26	2	2020-10-10	2
4105	nome_4105@provedor_b.com.br	D	1991-06-06	19	2020-01-04	6
4106	nome_4106@provedor_a.com.br	D	1978-01-23	0	2020-10-10	0
4107	nome_4107@provedor_a.com.br	C	1990-07-15	18	2020-09-14	1
4108	nome_4108@provedor_a.com.br	C	1982-05-31	27	2020-09-16	18
4109	nome_4109@provedor_b.com.br	C	1966-05-21	0	2020-12-06	0
4110	nome_4110@provedor_a.com.br	A	1982-03-30	8		0
4111	nome_4111@provedor_a.com.br	D	1985-12-10	31	2020-11-18	28
4112	nome_4112@provedor_a.com.br	C	2001-04-13	42		0
4113	nome_4113@provedor_b.com.br	A	1987-01-29	52	2020-08-13	35
4114	nome_4114@provedor_c.com.br	D	1984-11-25	35	2020-11-07	22
4115	nome_4115@provedor_b.com.br	C	1988-02-27	16		0
4116	nome_4116@provedor_a.com.br	C	1978-11-22	0		0
4117	nome_4117@provedor_a.com.br	D	1992-09-22	21	2020-05-27	12
4118	nome_4118@provedor_c.com.br	D	1990-11-03	12	2020-09-24	12
4119	nome_4119@provedor_a.com.br	D	2001-04-13	45		0
4120	nome_4120@provedor_c.com.br	C	1987-03-13	20		0
4121	nome_4121@provedor_b.com.br	C	1984-05-27	0	2020-04-03	0
4122	nome_4122@provedor_a.com.br	C	1992-01-21	8		0
4123	nome_4123@provedor_a.com.br	C	2001-04-13	5	2020-03-23	1
4124	nome_4124@provedor_c.com.br	C	1983-02-22	37		0
4125	nome_4125@provedor_c.com.br	C	1990-09-11	0		0
4126	nome_4126@provedor_a.com.br	D	1980-12-13	35		0
4127	nome_4127@provedor_a.com.br	D	2001-04-13	10	2020-09-28	5
4128	nome_4128@provedor_c.com.br	A	1989-02-21	62		0
4129	nome_4129@provedor_a.com.br	A	1976-07-31	28	2020-12-02	5
4130	nome_4130@provedor_c.com.br	B	1991-07-20	49	2020-10-16	16
4131	nome_4131@provedor_b.com.br	C	1973-12-21	58		0
4132	nome_4132@provedor_b.com.br	D	2001-04-13	39	2020-07-06	28
4133	nome_4133@provedor_c.com.br	D	1987-02-13	27		0
4134	nome_4134@provedor_a.com.br	D	1988-07-08	1	2020-10-15	1
4135	nome_4135@provedor_a.com.br	A	1996-05-22	0	2020-09-30	0
4136	nome_4136@provedor_a.com.br	D	1987-08-19	5		0
4137	nome_4137@provedor_b.com.br	C	1994-08-19	71	2020-10-09	2
4138	nome_4138@provedor_b.com.br	C	1980-08-25	22		0
4139	nome_4139@provedor_a.com.br	B	1968-02-11	35	2020-11-15	23
4140	nome_4140@provedor_b.com.br	D	2001-04-13	53	2020-04-26	35
4141	nome_4141@provedor_a.com.br	C	1982-12-11	5		0
4142	nome_4142@provedor_a.com.br	C	1992-10-01	17		0
4143	nome_4143@provedor_c.com.br	C	1993-10-15	57		0
4144	nome_4144@provedor_c.com.br	B	1983-05-12	11	2020-11-22	11
4145	nome_4145@provedor_c.com.br	D	1990-12-14	23	2020-09-25	2
4146	nome_4146@provedor_a.com.br	D	1982-06-12	0		0
4147	nome_4147@provedor_c.com.br	D	1966-09-20	24	2020-10-04	1
4148	nome_4148@provedor_c.com.br	C	1986-10-30	8		0
4149	nome_4149@provedor_a.com.br	D	1982-10-07	0		0
4150	nome_4150@provedor_a.com.br	D	1969-06-15	0	2020-06-05	0
4151	nome_4151@provedor_a.com.br	C	1993-08-27	25	2020-09-10	2
4152	nome_4152@provedor_a.com.br	C	1979-05-17	67		0
4153	nome_4153@provedor_a.com.br	C	2000-10-24	65		0
4154	nome_4154@provedor_b.com.br	A	1969-11-21	9	2020-08-11	1
4155	nome_4155@provedor_b.com.br	C	1984-08-27	25		0
4156	nome_4156@provedor_a.com.br	D	1996-05-14	3		0
4157	nome_4157@provedor_c.com.br	C	1984-02-25	56		0
4158	nome_4158@provedor_b.com.br	D	1984-09-04	45	2020-10-16	36
4159	nome_4159@provedor_c.com.br	A	1979-06-04	35		0
4160	nome_4160@provedor_b.com.br	C	1974-11-10	14	2020-10-10	12
4161	nome_4161@provedor_a.com.br	C	1981-04-05	21		0
4162	nome_4162@provedor_a.com.br	C	1987-09-24	14	2020-08-08	4
4163	nome_4163@provedor_a.com.br	C	1986-01-04	21	2020-07-30	3
4164	nome_4164@provedor_a.com.br	C	1986-03-07	15		0
4165	nome_4165@provedor_a.com.br	D	1980-02-10	32		0
4166	nome_4166@provedor_b.com.br	C	1986-07-12	57	2020-09-01	9
4167	nome_4167@provedor_c.com.br	D	1968-05-11	0	2020-05-31	0
4168	nome_4168@provedor_a.com.br	C	1988-02-29	26		0
4169	nome_4169@provedor_a.com.br	A	1986-03-20	20		0
4170	nome_4170@provedor_a.com.br	A	1998-11-09	0		0
4171	nome_4171@provedor_a.com.br	C	1979-08-23	47	2020-08-28	44
4172	nome_4172@provedor_c.com.br	B	1997-08-01	30	2020-08-10	9
4173	nome_4173@provedor_c.com.br	C	1985-04-18	70	2020-12-12	58
4174	nome_4174@provedor_c.com.br	C	1976-04-24	8		0
4175	nome_4175@provedor_a.com.br	D	1988-06-20	0	2020-08-02	0
4176	nome_4176@provedor_a.com.br	D	2001-04-13	31	2020-06-13	30
4177	nome_4177@provedor_a.com.br	B	1987-08-06	21		0
4178	nome_4178@provedor_b.com.br	C	2001-04-11	0	2020-12-20	0
4179	nome_4179@provedor_c.com.br	D	1981-02-19	48		0
4180	nome_4180@provedor_a.com.br	C	1999-12-24	22	2020-11-06	9
4181	nome_4181@provedor_b.com.br	D	1983-04-02	49	2020-12-29	38
4182	nome_4182@provedor_a.com.br	C	1967-02-05	0		0
4183	nome_4183@provedor_a.com.br	D	1979-08-04	32	2020-07-08	19
4184	nome_4184@provedor_a.com.br	A	1987-09-24	20		0
4185	nome_4185@provedor_a.com.br	D	2001-04-13	12	2020-12-28	8
4186	nome_4186@provedor_a.com.br	D	1990-04-24	0		0
4187	nome_4187@provedor_a.com.br	C	1999-06-04	68	2020-08-30	50
4188	nome_4188@provedor_a.com.br	D	1985-06-22	40		0
4189	nome_4189@provedor_c.com.br	A	2001-04-13	34		0
4190	nome_4190@provedor_c.com.br	D	1973-02-02	13	2020-11-23	2
4191	nome_4191@provedor_a.com.br	D	1981-12-22	37	2020-08-13	27
4192	nome_4192@provedor_c.com.br	A	1983-12-14	0	2020-08-18	0
4193	nome_4193@provedor_a.com.br	C	1980-10-28	30		0
4194	nome_4194@provedor_a.com.br	D	1985-05-17	35	2020-11-25	18
4195	nome_4195@provedor_a.com.br	B	1988-05-29	37	2020-10-28	32
4196	nome_4196@provedor_c.com.br	C	1982-01-12	88	2020-07-25	37
4197	nome_4197@provedor_b.com.br	D	1989-07-21	69	2020-10-29	38
4198	nome_4198@provedor_a.com.br	B	1984-01-09	45	2020-12-29	22
4199	nome_4199@provedor_a.com.br	D	1989-11-29	18	2020-12-29	17
4200	nome_4200@provedor_a.com.br	D	1985-11-19	10	2020-08-14	10
4201	nome_4201@provedor_a.com.br	C	1984-08-04	55	2020-11-26	50
4202	nome_4202@provedor_a.com.br	A	2001-04-13	51	2020-05-16	3
4203	nome_4203@provedor_a.com.br	C	1991-06-24	41	2020-10-07	9
4204	nome_4204@provedor_a.com.br	D	1982-05-18	36	2020-11-20	31
4205	nome_4205@provedor_c.com.br	B	1982-09-09	6		0
4206	nome_4206@provedor_a.com.br	A	1978-12-16	8	2020-07-13	8
4207	nome_4207@provedor_a.com.br	D	1981-04-21	7	2020-06-13	3
4208	nome_4208@provedor_a.com.br	D	1983-04-02	31	2020-12-02	4
4209	nome_4209@provedor_a.com.br	D	1985-11-29	6		0
4210	nome_4210@provedor_a.com.br	D	1972-07-14	40		0
4211	nome_4211@provedor_a.com.br	C	2001-04-13	64	2020-07-25	31
4212	nome_4212@provedor_b.com.br	D	1984-07-23	54		0
4213	nome_4213@provedor_b.com.br	B	1988-03-31	42		0
4214	nome_4214@provedor_a.com.br	C	1974-10-13	28		0
4215	nome_4215@provedor_a.com.br	C	1969-06-20	25	2020-11-18	15
4216	nome_4216@provedor_a.com.br	C	1975-11-16	87	2020-12-22	49
4217	nome_4217@provedor_a.com.br	D	2001-04-13	12		0
4218	nome_4218@provedor_a.com.br	C	2001-04-13	0		0
4219	nome_4219@provedor_a.com.br	C	1980-04-15	0	2020-12-25	0
4220	nome_4220@provedor_c.com.br	C	1991-02-11	0		0
4221	nome_4221@provedor_c.com.br	C	1994-07-11	53		0
4222	nome_4222@provedor_b.com.br	D	1985-06-16	21	2020-12-29	8
4223	nome_4223@provedor_b.com.br	A	1987-10-21	43	2020-08-11	12
4224	nome_4224@provedor_a.com.br	B	1974-02-07	48	2020-11-20	13
4225	nome_4225@provedor_a.com.br	D	1985-03-08	14	2020-05-27	1
4226	nome_4226@provedor_a.com.br	D	1982-06-02	22	2020-06-21	17
4227	nome_4227@provedor_c.com.br	C	1996-04-30	20		0
4228	nome_4228@provedor_a.com.br	C	1984-03-11	52	2020-07-12	30
4229	nome_4229@provedor_a.com.br	A	1990-11-26	78		0
4230	nome_4230@provedor_a.com.br	D	1988-05-23	24		0
4231	nome_4231@provedor_a.com.br	A	1984-10-20	4		0
4232	nome_4232@provedor_b.com.br	A	1984-11-28	11		0
4233	nome_4233@provedor_a.com.br	D	1995-05-18	24		0
4234	nome_4234@provedor_a.com.br	A	2001-04-13	53		0
4235	nome_4235@provedor_c.com.br	D	1976-11-06	23	2020-11-11	4
4236	nome_4236@provedor_a.com.br	A	1980-08-26	18	2020-11-11	18
4237	nome_4237@provedor_a.com.br	D	1987-07-06	13		0
4238	nome_4238@provedor_c.com.br	D	1987-05-27	40	2020-09-20	24
4239	nome_4239@provedor_a.com.br	C	1986-08-03	3	2020-07-04	1
4240	nome_4240@provedor_b.com.br	C	1982-01-28	73	2020-11-29	54
4241	nome_4241@provedor_a.com.br	D	1990-11-27	44		0
4242	nome_4242@provedor_a.com.br	C	1996-11-13	36	2020-06-22	2
4243	nome_4243@provedor_b.com.br	D	1983-03-07	39	2020-12-29	29
4244	nome_4244@provedor_c.com.br	D	1986-02-27	72	2020-10-25	60
4245	nome_4245@provedor_a.com.br	C	1980-09-23	22	2020-10-31	14
4246	nome_4246@provedor_a.com.br	D	1999-10-13	0	2020-11-15	0
4247	nome_4247@provedor_a.com.br	C	1988-06-27	13	2020-12-29	8
4248	nome_4248@provedor_a.com.br	C	1970-01-15	45		0
4249	nome_4249@provedor_a.com.br	C	1985-05-25	32	2020-08-12	13
4250	nome_4250@provedor_a.com.br	D	2000-03-13	52		0
4251	nome_4251@provedor_a.com.br	C	1991-12-16	75	2020-07-06	5
4252	nome_4252@provedor_b.com.br	C	1979-09-10	36	2020-10-23	9
4253	nome_4253@provedor_a.com.br	D	1972-08-07	0	2020-08-02	0
4254	nome_4254@provedor_b.com.br	C	1983-01-06	52		0
4255	nome_4255@provedor_a.com.br	C	1981-03-15	41	2020-11-13	33
4256	nome_4256@provedor_a.com.br	C	1992-06-09	0	2020-06-28	0
4257	nome_4257@provedor_a.com.br	C	1999-12-21	56	2020-09-29	4
4258	nome_4258@provedor_a.com.br	C	2001-04-13	51	2020-11-09	23
4259	nome_4259@provedor_a.com.br	C	1982-10-30	53	2020-09-09	25
4260	nome_4260@provedor_a.com.br	C	2001-04-13	9	2020-12-29	4
4261	nome_4261@provedor_b.com.br	B	1989-06-07	0	2020-12-13	0
4262	nome_4262@provedor_a.com.br	B	1972-08-26	50	2020-12-29	40
4263	nome_4263@provedor_c.com.br	A	1972-11-11	44	2020-09-30	31
4264	nome_4264@provedor_c.com.br	D	1995-12-11	14		0
4265	nome_4265@provedor_a.com.br	D	1972-12-11	50	2020-08-16	47
4266	nome_4266@provedor_c.com.br	D	2001-04-13	62		0
4267	nome_4267@provedor_a.com.br	C	1987-06-12	75		0
4268	nome_4268@provedor_a.com.br	D	1978-04-02	10	2020-11-13	9
4269	nome_4269@provedor_a.com.br	B	1985-10-29	56	2020-06-14	48
4270	nome_4270@provedor_c.com.br	C	1981-09-21	0	2020-09-27	0
4271	nome_4271@provedor_a.com.br	A	1982-09-26	40	2020-12-29	18
4272	nome_4272@provedor_c.com.br	A	1984-02-24	49	2020-07-01	41
4273	nome_4273@provedor_a.com.br	D	1992-09-13	29	2020-12-29	21
4274	nome_4274@provedor_a.com.br	D	1989-09-03	0	2020-07-28	0
4275	nome_4275@provedor_b.com.br	D	1987-06-08	5	2020-07-26	4
4276	nome_4276@provedor_a.com.br	D	1986-05-14	0		0
4277	nome_4277@provedor_a.com.br	D	1986-04-01	7	2020-11-05	5
4278	nome_4278@provedor_a.com.br	C	1990-10-15	14	2020-08-22	8
4279	nome_4279@provedor_b.com.br	B	1982-05-28	50	2020-09-21	33
4280	nome_4280@provedor_a.com.br	D	1974-07-19	57		0
4281	nome_4281@provedor_a.com.br	C	1984-11-29	56		0
4282	nome_4282@provedor_a.com.br	D	1986-06-15	46	2020-06-03	32
4283	nome_4283@provedor_a.com.br	D	1990-03-30	0		0
4284	nome_4284@provedor_a.com.br	C	1952-06-04	32	2020-05-28	8
4285	nome_4285@provedor_a.com.br	D	1965-11-07	41		0
4286	nome_4286@provedor_a.com.br	D	2000-11-03	32		0
4287	nome_4287@provedor_c.com.br	B	1983-11-04	18		0
4288	nome_4288@provedor_b.com.br	B	1989-10-03	10	2020-11-03	10
4289	nome_4289@provedor_a.com.br	C	1975-02-27	31	2020-09-09	23
4290	nome_4290@provedor_a.com.br	C	1973-01-28	20	2020-10-21	9
4291	nome_4291@provedor_c.com.br	D	1988-05-04	6	2020-08-13	4
4292	nome_4292@provedor_b.com.br	A	1986-02-24	51	2020-07-14	30
4293	nome_4293@provedor_c.com.br	B	2001-04-13	48		0
4294	nome_4294@provedor_a.com.br	D	1979-01-01	36	2020-11-11	33
4295	nome_4295@provedor_a.com.br	C	1995-03-21	21	2020-07-10	13
4296	nome_4296@provedor_c.com.br	C	1995-07-17	47		0
4297	nome_4297@provedor_c.com.br	C	1996-02-13	23		0
4298	nome_4298@provedor_b.com.br	C	1990-12-07	26	2020-07-15	16
4299	nome_4299@provedor_a.com.br	D	1974-01-06	18	2020-08-08	13
4300	nome_4300@provedor_b.com.br	C	1995-07-12	48		0
4301	nome_4301@provedor_a.com.br	A	1980-09-22	5	2020-09-21	3
4302	nome_4302@provedor_a.com.br	A	1997-07-19	52		0
4303	nome_4303@provedor_b.com.br	C	1992-04-11	23	2020-08-04	9
4304	nome_4304@provedor_a.com.br	D	1983-09-10	17		0
4305	nome_4305@provedor_a.com.br	D	1988-06-14	28	2020-08-26	25
4306	nome_4306@provedor_b.com.br	A	1977-01-18	27	2020-09-12	13
4307	nome_4307@provedor_a.com.br	C	1989-09-28	40	2020-09-29	6
4308	nome_4308@provedor_a.com.br	A	1982-07-01	0	2020-07-31	0
4309	nome_4309@provedor_a.com.br	A	1971-07-14	52	2020-09-22	40
4310	nome_4310@provedor_b.com.br	C	2000-12-16	0		0
4311	nome_4311@provedor_a.com.br	B	1997-04-26	36	2020-03-13	24
4312	nome_4312@provedor_a.com.br	C	1990-06-08	36		0
4313	nome_4313@provedor_c.com.br	C	1983-09-12	30	2020-11-24	23
4314	nome_4314@provedor_a.com.br	D	1993-05-08	15	2020-12-29	3
4315	nome_4315@provedor_c.com.br	D	1991-03-21	23		0
4316	nome_4316@provedor_a.com.br	D	1992-03-22	0	2020-09-24	0
4317	nome_4317@provedor_b.com.br	D	1992-09-07	6	2020-10-06	6
4318	nome_4318@provedor_b.com.br	D	1965-10-06	31	2020-06-06	6
4319	nome_4319@provedor_c.com.br	C	2001-04-13	7	2020-12-18	1
4320	nome_4320@provedor_a.com.br	C	1985-08-02	0		0
4321	nome_4321@provedor_a.com.br	C	1987-08-01	28		0
4322	nome_4322@provedor_c.com.br	D	1981-06-27	17		0
4323	nome_4323@provedor_a.com.br	A	1985-03-12	18	2020-07-04	12
4324	nome_4324@provedor_c.com.br	C	1974-06-24	11	2020-11-12	7
4325	nome_4325@provedor_a.com.br	C	1992-11-17	0	2020-11-02	0
4326	nome_4326@provedor_a.com.br	D	1966-12-12	20	2020-08-10	1
4327	nome_4327@provedor_b.com.br	C	1980-03-18	90	2020-07-01	72
4328	nome_4328@provedor_a.com.br	D	1975-10-17	18	2020-12-29	13
4329	nome_4329@provedor_a.com.br	C	1981-04-24	0	2020-06-05	0
4330	nome_4330@provedor_a.com.br	D	1971-07-22	58	2020-12-29	5
4331	nome_4331@provedor_a.com.br	B	1971-12-10	8	2020-12-29	7
4332	nome_4332@provedor_a.com.br	D	1989-10-15	17	2020-08-09	10
4333	nome_4333@provedor_a.com.br	C	1989-08-05	0	2020-11-14	0
4334	nome_4334@provedor_c.com.br	D	1978-04-07	19	2020-11-05	8
4335	nome_4335@provedor_a.com.br	C	1979-01-25	76		0
4336	nome_4336@provedor_c.com.br	C	1992-04-28	36	2020-10-21	17
4337	nome_4337@provedor_a.com.br	C	1976-12-13	77	2020-06-15	64
4338	nome_4338@provedor_a.com.br	A	1972-09-03	47		0
4339	nome_4339@provedor_a.com.br	C	1994-01-28	28	2020-07-14	27
4340	nome_4340@provedor_a.com.br	C	1973-02-24	70	2020-09-15	45
4341	nome_4341@provedor_b.com.br	C	1997-04-07	7	2020-06-19	3
4342	nome_4342@provedor_a.com.br	B	1998-02-23	46	2020-10-03	10
4343	nome_4343@provedor_a.com.br	C	1979-11-25	16	2020-09-25	9
4344	nome_4344@provedor_a.com.br	B	1983-07-02	0	2020-08-13	0
